OS03G0784300	AT1G01020|AT4G01510
OS06G0593800	AT1G05530|AT1G05560|AT4G14090|AT4G15550
OS05G0179950	AT1G05530|AT1G05560|AT4G14090|AT4G15550
OS01G0179600	AT1G05530|AT1G05560|AT4G14090|AT4G15550
OS11G0145200	AT1G05530|AT1G05560|AT4G14090|AT4G15550
OS06G0593200	AT1G05530|AT1G05560|AT4G14090|AT4G15550
OS02G0832400	AT1G05570|AT2G31960|AT5G36870
OS06G0728902	AT1G05570|AT2G31960|AT5G36870
OS02G0832500	AT1G05570|AT2G31960|AT5G36870
OS09G0446700	AT1G05575|AT2G31945
OS02G0774200	AT1G05575|AT2G31945
OS06G0207200	AT1G05575|AT2G31945
OS01G0778100	AT1G05577
OS12G0121600	AT1G05580|AT2G31910
OS11G0123600	AT1G05580|AT2G31910
OS01G0794650	AT1G05580|AT2G31910
OS01G0817400	AT1G05580|AT2G31910
OS01G0969400	AT1G05580|AT2G31910
OS05G0485000	AT1G05580|AT2G31910
OS09G0495100	AT1G05580|AT2G31910
OS03G0219400	AT1G05590
OS07G0575500	AT1G05590
OS01G0913800	AT1G05600
OS03G0425200	AT1G05620
OS02G0477700	AT1G05630|AT2G31830|AT2G43900
OS08G0524100	AT1G05630|AT2G31830|AT2G43900
OS09G0500300	AT1G05630|AT2G31830|AT2G43900
OS08G0542700	AT1G05640|AT2G31820
OS09G0518500	AT1G05640|AT2G31820
OS11G0249400	AT1G05650|AT1G05660|AT2G43890
OS01G0623600	AT1G05650|AT1G05660|AT2G43890
OS07G0513200	AT1G05670
OS09G0518200	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0204000	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS09G0517900	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0206700	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0203600	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS09G0518000	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0204100	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0206600	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0206000	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0206500	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS04G0206450	AT1G05675|AT1G05680|AT2G31750|AT2G31790
OS01G0893400	AT1G05690
OS04G0493100	AT1G05710|AT2G31730
OS01G0894500	AT1G05720
OS11G0256200	AT1G05730|AT1G05740|AT2G31725|AT2G43720
OS02G0769900	AT1G05750
OS04G0612900	AT1G05780|AT2G31710
OS02G0602800	AT1G05785
OS01G0900200	AT1G05790
OS04G0489100	AT1G05790
OS01G0900400	AT1G05800|AT2G31690
OS01G0900700	AT1G05800|AT2G31690
OS02G0633000	AT1G05800|AT2G31690
OS11G0299300	AT1G05800|AT2G31690
OS04G0489600	AT1G05805
OS01G0900800	AT1G05805
OS02G0603600	AT1G05805
OS08G0525000	AT1G05810|AT2G31680|AT2G43130
OS01G0914700	AT1G05820|AT2G43070
OS11G0433200	AT1G05820|AT2G43070
OS09G0134500	AT1G05830|AT2G31650
OS02G0473200	AT1G05840
OS04G0334700	AT1G05840
OS04G0336600	AT1G05840
OS04G0334951	AT1G05840
OS04G0337000	AT1G05840
OS09G0494200	AT1G05850
OS08G0522500	AT1G05850
OS12G0231100	AT1G05860|AT2G31600|AT3G53860
OS05G0304100	AT1G05860|AT2G31600|AT3G53860
OS01G0898800	AT1G05870|AT2G31560|AT2G43340
OS11G0282300	AT1G05870|AT2G31560|AT2G43340
OS11G0245400	AT1G05870|AT2G31560|AT2G43340
OS12G0230600	AT1G05870|AT2G31560|AT2G43340
OS09G0515100	AT1G05910
OS02G0655700	AT1G05940
OS09G0514500	AT1G05950
OS01G0898300	AT1G05960
OS02G0669700	AT1G05970
OS07G0256200	AT1G05970
OS04G0689700	AT1G05970
OS09G0111800	AT1G05970
OS04G0492800	AT1G05990|AT2G43290|AT3G59440|AT4G03290|AT4G12860
OS12G0228800	AT1G05990|AT2G43290|AT3G59440|AT4G03290|AT4G12860
OS06G0282400	AT1G06000
OS06G0283100	AT1G06000
OS08G0489100	AT1G06000
OS06G0282000	AT1G06000
OS08G0488800	AT1G06000
OS01G0894300	AT1G06020|AT1G06030|AT1G50390|AT2G31390|AT3G59480
OS04G0493000	AT1G06040|AT2G31380
OS02G0606200	AT1G06040|AT2G31380
OS08G0152600	AT1G06050
OS01G0775600	AT1G06060
OS09G0516200	AT1G06070|AT2G31370
OS11G0264700	AT1G06110
OS11G0265200	AT1G06110
OS09G0516600	AT1G06130|AT2G31350
OS07G0410700	AT1G06160|AT2G31230
OS05G0448675	AT1G06160|AT2G31230
OS03G0860100	AT1G06160|AT2G31230
OS09G0572000	AT1G06160|AT2G31230
OS04G0599300	AT1G06170|AT2G31210|AT2G31215|AT2G31220
OS02G0624300	AT1G06180|AT2G31180
OS02G0579300	AT1G06180|AT2G31180
OS03G0183100	AT1G06190|AT2G31150
OS04G0102600	AT1G06200|AT2G31140
OS06G0608300	AT1G06220|AT5G25230
OS02G0250300	AT1G06230
OS01G0214300	AT1G06230
OS01G0214400	AT1G06240
OS05G0574000	AT1G06250|AT2G31100|AT4G18550
OS01G0652300	AT1G06250|AT2G31100|AT4G18550
OS05G0348900	AT1G06250|AT2G31100|AT4G18550
OS01G0968500	AT1G06250|AT2G31100|AT4G18550
OS05G0574100	AT1G06250|AT2G31100|AT4G18550
OS01G0651800	AT1G06250|AT2G31100|AT4G18550
OS01G0242400	AT1G06280
OS01G0571800	AT1G06280
OS08G0163800	AT1G06280
OS01G0571500	AT1G06280
OS08G0402100	AT1G06280
OS09G0364100	AT1G06280
OS06G0354500	AT1G06290|AT1G06310
OS03G0308600	AT1G06320
OS03G0308700	AT1G06320
OS01G0758000	AT1G06330
OS05G0558000	AT1G06380|AT2G42650|AT3G58660
OS04G0500200	AT1G06380|AT2G42650|AT3G58660
OS05G0207500	AT1G06390|AT2G30980
OS01G0205700	AT1G06390|AT2G30980
OS01G0749400	AT1G06410
OS01G0730300	AT1G06410
OS05G0517200	AT1G06410
OS06G0669400	AT1G06430|AT2G30950
OS10G0510300	AT1G06440
OS06G0138400	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
OS07G0169800	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
OS10G0123900	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
OS10G0124200	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
OS06G0503900	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
OS10G0128300	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
OS06G0153200	AT1G06470
OS01G0533000	AT1G06490|AT3G59100
OS01G0533100	AT1G06490|AT3G59100
OS01G0696000	AT1G06510
OS07G0446900	AT1G06515|AT2G30942
OS04G0518650	AT1G06515|AT2G30942
OS01G0631400	AT1G06520
OS01G0752200	AT1G06550
OS08G0365900	AT1G06560
OS02G0168100	AT1G06570
OS04G0350000	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS10G0497366	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS10G0501700	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS10G0497300	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS04G0351333	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS08G0107800	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS08G0110200	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS10G0495200	AT1G06580|AT1G12300|AT1G12620|AT1G12700|AT1G12775|AT1G62590|AT1G62670|AT1G62680|AT1G62720|AT1G62910|AT1G62914|AT1G62930|AT1G63070|AT1G63080|AT1G63130|AT1G63150|AT1G63330|AT1G63400|AT1G64100|AT1G64580|AT1G64583|AT3G16710|AT3G22470|AT4G26800|AT5G16640|AT5G41170
OS12G0626300	AT1G06590
OS03G0777100	AT1G06660|AT2G30820
OS06G0670100	AT1G06660|AT2G30820
OS02G0168300	AT1G06660|AT2G30820
OS01G0767700	AT1G06670|AT2G30800
OS07G0141400	AT1G06680|AT2G30790
OS07G0143000	AT1G06690
OS07G0142900	AT1G06690
OS01G0899000	AT1G06700|AT2G30730|AT2G30740
OS03G0844100	AT1G06700|AT2G30730|AT2G30740
OS09G0513600	AT1G06700|AT2G30730|AT2G30740
OS04G0488500	AT1G06710
OS03G0333100	AT1G06720
OS03G0164700	AT1G06730
OS05G0508800	AT1G06750|AT2G30630
OS01G0774500	AT1G06750|AT2G30630
OS03G0628800	AT1G06750|AT2G30630
OS07G0184800	AT1G06760|AT2G30620
OS03G0799000	AT1G06760|AT2G30620
OS12G0600200	AT1G06770|AT2G30580
OS03G0741700	AT1G06770|AT2G30580
OS03G0798200	AT1G06770|AT2G30580
OS03G0632800	AT1G06770|AT2G30580
OS11G0592300	AT1G06780|AT2G30575
OS07G0477000	AT1G06790
OS03G0609200	AT1G06790
OS05G0390000	AT1G06800|AT2G30550
OS11G0572700	AT1G06820
OS01G0818600	AT1G06840
OS01G0960400	AT1G06840
OS01G0818700	AT1G06840
OS05G0481100	AT1G06840
OS03G0336200	AT1G06850
OS09G0453400	AT1G06870|AT2G30440
OS03G0765200	AT1G06870|AT2G30440
OS01G0823200	AT1G06890|AT2G30460
OS05G0168700	AT1G06890|AT2G30460
OS01G0167500	AT1G06890|AT2G30460
OS03G0336300	AT1G06900
OS05G0324600	AT1G06920|AT2G30400|AT5G01840
OS05G0477200	AT1G06920|AT2G30400|AT5G01840
OS07G0679200	AT1G06920|AT2G30400|AT5G01840
OS03G0336900	AT1G06920|AT2G30400|AT5G01840
OS01G0823500	AT1G06920|AT2G30400|AT5G01840
OS07G0679100	AT1G06923|AT2G30395
OS05G0328300	AT1G06923|AT2G30395
OS10G0492000	AT1G06950
OS10G0492101	AT1G06950
OS10G0492300	AT1G06950
OS03G0298800	AT1G06960|AT2G30260
OS05G0473401	AT1G06970|AT2G30240
OS05G0474700	AT1G06980|AT2G30230
OS05G0165200	AT1G06980|AT2G30230
OS03G0298100	AT1G06980|AT2G30230
OS01G0826800	AT1G06980|AT2G30230
OS01G0165600	AT1G06980|AT2G30230
OS01G0827700	AT1G06990|AT1G58430|AT2G24560|AT2G30220|AT2G30310|AT2G31540
OS01G0827500	AT1G07000
OS05G0473500	AT1G07000
OS01G0827600	AT1G07000
OS10G0394100	AT1G07010
OS03G0296800	AT1G07025|AT1G07030|AT2G30160
OS10G0463800	AT1G07040
OS02G0148000	AT1G07050
OS06G0699600	AT1G07050
OS08G0119700	AT1G07050
OS12G0106100	AT1G07060
OS11G0106800	AT1G07060
OS05G0555800	AT1G07070|AT1G41880|AT1G74270|AT3G55750
OS05G0556900	AT1G07070|AT1G41880|AT1G74270|AT3G55750
OS02G0785800	AT1G07070|AT1G41880|AT1G74270|AT3G55750
OS03G0295800	AT1G07080
OS01G0828900	AT1G07090
OS05G0472000	AT1G07090
OS05G0347400	AT1G07090
OS05G0164100	AT1G07110
OS03G0294100	AT1G07120
OS03G0366900	AT1G07130
OS03G0292800	AT1G07140|AT2G30060|AT5G58590
OS05G0350600	AT1G07140|AT2G30060|AT5G58590
OS03G0292700	AT1G07150|AT2G30040
OS03G0292100	AT1G07160|AT2G05050|AT2G30020|AT3G27140|AT4G08260
OS04G0663300	AT1G07170|AT2G30000
OS01G0830100	AT1G07180|AT2G29990
OS11G0104300	AT1G07200|AT2G29970
OS12G0104300	AT1G07200|AT2G29970
OS10G0500500	AT1G07210
OS05G0149500	AT1G07220
OS03G0826600	AT1G07230
OS01G0856000	AT1G07270|AT2G29680
OS01G0855200	AT1G07280|AT2G29670|AT3G47080
OS05G0447700	AT1G07280|AT2G29670|AT3G47080
OS03G0826300	AT1G07290
OS01G0853800	AT1G07310
OS03G0265400	AT1G07320
OS07G0472300	AT1G07330|AT2G29620|AT5G58880
OS07G0206600	AT1G07340
OS03G0265600	AT1G07350
OS06G0170500	AT1G07360|AT2G29580|AT5G04210|AT5G07060
OS07G0281000	AT1G07360|AT2G29580|AT5G04210|AT5G07060
OS02G0805200	AT1G07370|AT2G29570
OS01G0624000	AT1G07380|AT5G58980
OS04G0648400	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
OS06G0179800	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
OS04G0647900	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
OS04G0648200	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
OS03G0267200	AT1G07400|AT1G59860|AT2G29500
OS03G0266300	AT1G07400|AT1G59860|AT2G29500
OS03G0266900	AT1G07400|AT1G59860|AT2G29500
OS03G0267000	AT1G07400|AT1G59860|AT2G29500
OS03G0823700	AT1G07410|AT3G46830|AT5G59150
OS01G0848700	AT1G07410|AT3G46830|AT5G59150
OS11G0707600	AT1G07420|AT2G29390
OS07G0101500	AT1G07420|AT2G29390
OS03G0268600	AT1G07430|AT2G29380|AT5G59220
OS09G0325700	AT1G07430|AT2G29380|AT5G59220
OS01G0846300	AT1G07430|AT2G29380|AT5G59220
OS07G0133100	AT1G07460|AT2G29220|AT2G29250
OS07G0133000	AT1G07460|AT2G29220|AT2G29250
OS03G0772700	AT1G07460|AT2G29220|AT2G29250
OS03G0258000	AT1G07460|AT2G29220|AT2G29250
OS09G0268100	AT1G07460|AT2G29220|AT2G29250
OS07G0132500	AT1G07460|AT2G29220|AT2G29250
OS07G0262600	AT1G07460|AT2G29220|AT2G29250
OS03G0772600	AT1G07460|AT2G29220|AT2G29250
OS05G0292200	AT1G07470|AT1G07480
OS01G0842600	AT1G07510|AT2G29080
OS05G0458400	AT1G07510|AT2G29080
OS03G0690600	AT1G07520|AT1G07530|AT2G29060|AT2G29065
OS04G0590400	AT1G07520|AT1G07530|AT2G29060|AT2G29065
OS03G0274300	AT1G07540|AT3G46590|AT5G59430
OS02G0817800	AT1G07540|AT3G46590|AT5G59430
OS03G0274800	AT1G07570|AT2G28930
OS03G0821900	AT1G07570|AT2G28930
OS01G0973500	AT1G07570|AT2G28930
OS05G0110900	AT1G07570|AT2G28930
OS11G0704300	AT1G07615
OS01G0149900	AT1G07620
OS12G0570500	AT1G07620
OS03G0275100	AT1G07630|AT2G28890
OS03G0821300	AT1G07630|AT2G28890
OS05G0111800	AT1G07630|AT2G28890
OS07G0236700	AT1G07640|AT2G28810
OS03G0276300	AT1G07640|AT2G28810
OS05G0112200	AT1G07640|AT2G28810
OS12G0569900	AT1G07640|AT2G28810
OS03G0277500	AT1G07645
OS09G0433600	AT1G07660
OS03G0281600	AT1G07670|AT1G07810
OS05G0120700	AT1G07670|AT1G07810
OS02G0567100	AT1G07700
OS03G0736000	AT1G07705|AT5G59710
OS02G0782200	AT1G07705|AT5G59710
OS05G0486300	AT1G07705|AT5G59710
OS03G0281100	AT1G07710|AT5G60070
OS02G0813600	AT1G07720|AT2G28630
OS03G0383600	AT1G07720|AT2G28630
OS10G0472900	AT1G07720|AT2G28630
OS03G0382100	AT1G07720|AT2G28630
OS03G0448200	AT1G07725|AT2G28640|AT2G28650
OS11G0100800	AT1G07725|AT2G28640|AT2G28650
OS11G0649900	AT1G07725|AT2G28640|AT2G28650
OS11G0650700	AT1G07725|AT2G28640|AT2G28650
OS12G0100700	AT1G07725|AT2G28640|AT2G28650
OS01G0155300	AT1G07730|AT2G28670
OS03G0400901	AT1G07740
OS05G0548600	AT1G07740
OS05G0550600	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS10G0505500	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS01G0691100	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS10G0505700	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS11G0620300	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS06G0705400	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS03G0111300	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS10G0504900	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS10G0504650	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS10G0505000	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS05G0550300	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
OS01G0976200	AT1G07750|AT2G28680
OS05G0116000	AT1G07750|AT2G28680
OS01G0153200	AT1G07770|AT3G46040|AT5G59850
OS02G0478600	AT1G07770|AT3G46040|AT5G59850
OS07G0208000	AT1G07770|AT3G46040|AT5G59850
OS02G0266000	AT1G07780|AT1G29410|AT5G05590
OS01G0152700	AT1G07790
OS12G0566600	AT1G07795|AT2G28725
OS07G0549900	AT1G07820
OS10G0539500	AT1G07820
OS02G0684500	AT1G07820
OS05G0466600	AT1G07820
OS06G0128500	AT1G07830
OS01G0911000	AT1G07840
OS03G0124100	AT1G07850
OS04G0578800	AT1G07850
OS02G0681100	AT1G07850
OS10G0534700	AT1G07850
OS07G0695300	AT1G07870|AT2G28590
OS07G0694700	AT1G07890
OS03G0285700	AT1G07890
OS03G0287400	AT1G07900|AT2G28500
OS07G0191700	AT1G07910
OS03G0178000	AT1G07920|AT1G07930|AT1G07940|AT5G60390
OS03G0177500	AT1G07920|AT1G07930|AT1G07940|AT5G60390
OS03G0177400	AT1G07920|AT1G07930|AT1G07940|AT5G60390
OS03G0177900	AT1G07920|AT1G07930|AT1G07940|AT5G60390
OS01G0132700	AT1G07950|AT1G16430
OS08G0480500	AT1G07950|AT1G16430
OS03G0287900	AT1G07960
OS03G0288800	AT1G07970
OS03G0852300	AT1G07980
OS02G0806400	AT1G08000|AT1G08010|AT2G28340
OS06G0158200	AT1G08030
OS04G0508800	AT1G08050|AT5G60710
OS03G0142500	AT1G08050|AT5G60710
OS02G0806700	AT1G08050|AT5G60710
OS10G0464500	AT1G08050|AT5G60710
OS02G0619600	AT1G08050|AT5G60710
OS06G0102900	AT1G08060
OS06G0102800	AT1G08060
OS09G0454500	AT1G08065|AT1G08080|AT2G28210|AT5G56330
OS02G0112100	AT1G08090|AT1G08100|AT5G60770
OS02G0112600	AT1G08090|AT1G08100|AT5G60770
OS05G0295800	AT1G08110
OS10G0422300	AT1G08120|AT5G26110
OS02G0818700	AT1G08125
OS10G0489200	AT1G08130|AT1G49250
OS05G0473401	AT1G08135|AT1G08140|AT1G08150|AT2G28170|AT2G28180|AT3G44900|AT3G44910|AT3G44920|AT3G44930|AT5G22900|AT5G22910
OS02G0666600	AT1G08160|AT5G22870
OS10G0547200	AT1G08160|AT5G22870
OS09G0570850	AT1G08170
OS04G0195000	AT1G08190
OS01G0969100	AT1G08200|AT2G27860
OS01G0777200	AT1G08210|AT3G42550
OS05G0176500	AT1G08220
OS01G0857400	AT1G08230
OS09G0566050	AT1G08250|AT2G27820|AT3G44720|AT5G22630
OS04G0406600	AT1G08250|AT2G27820|AT3G44720|AT5G22630
OS10G0523700	AT1G08250|AT2G27820|AT3G44720|AT5G22630
OS09G0565700	AT1G08250|AT2G27820|AT3G44720|AT5G22630
OS02G0511901	AT1G08260|AT2G27120
OS02G0511900	AT1G08260|AT2G27120
OS01G0858900	AT1G08280
OS04G0506800	AT1G08280
OS12G0151500	AT1G08280
OS05G0444200	AT1G08290
OS02G0196100	AT1G08290
OS01G0859100	AT1G08290
OS09G0307400	AT1G08290
OS03G0803800	AT1G08300
OS03G0803700	AT1G08300
OS01G0956075	AT1G08315
OS05G0443900	AT1G08320
OS11G0152700	AT1G08320
OS01G0859500	AT1G08320
OS12G0152900	AT1G08320
OS12G0155200	AT1G08340|AT5G22400
OS11G0153400	AT1G08340|AT5G22400
OS01G0967200	AT1G08340|AT5G22400
OS02G0321900	AT1G08360|AT2G27530|AT5G22440
OS01G0860300	AT1G08360|AT2G27530|AT5G22440
OS07G0249600	AT1G08370
OS03G0837000	AT1G08370
OS11G0155000	AT1G08370
OS12G0156400	AT1G08370
OS04G0414700	AT1G08380
OS03G0684300	AT1G08390
OS03G0647500	AT1G08410|AT2G27200
OS12G0618300	AT1G08410|AT2G27200
OS12G0617900	AT1G08420|AT2G27210
OS03G0646900	AT1G08420|AT2G27210
OS04G0417000	AT1G08430|AT1G08440|AT2G27240
OS05G0507300	AT1G08450
OS01G0895600	AT1G08450
OS05G0440300	AT1G08460
OS05G0440250	AT1G08460
OS12G0621100	AT1G08465
OS03G0650000	AT1G08465
OS07G0160100	AT1G08465
OS03G0750700	AT1G08470|AT5G22020
OS08G0112800	AT1G08480
OS12G0287300	AT1G08490
OS01G0281600	AT1G08500
OS02G0644700	AT1G08510
OS06G0143400	AT1G08510
OS06G0596300	AT1G08510
OS11G0659500	AT1G08510
OS03G0811100	AT1G08520
OS12G0430900	AT1G08530
OS03G0271100	AT1G08540
OS11G0448400	AT1G08540
OS04G0379700	AT1G08550
OS03G0736500	AT1G08560
OS07G0684100	AT1G08570|AT2G33270
OS03G0326500	AT1G08570|AT2G33270
OS02G0604100	AT1G08580
OS03G0145102	AT1G08590
OS02G0111800	AT1G08590
OS10G0457700	AT1G08600
OS10G0476900	AT1G08610
OS05G0196500	AT1G08620
OS04G0516600	AT1G08630|AT3G04520
OS08G0127600	AT1G08640
OS10G0478100	AT1G08640
OS02G0807000	AT1G08650|AT3G04530
OS02G0625300	AT1G08650|AT3G04530
OS04G0517500	AT1G08650|AT3G04530
OS11G0572400	AT1G08660
OS01G0841000	AT1G08670
OS01G0813900	AT1G08680
OS03G0323500	AT1G08680
OS01G0276400	AT1G08700
OS01G0814700	AT1G08710
OS03G0160100	AT1G08720
OS10G0430900	AT1G08720
OS12G0633700	AT1G08730|AT1G54560
OS06G0488200	AT1G08730|AT1G54560
OS02G0219400	AT1G08750
OS08G0541500	AT1G08760
OS09G0516700	AT1G08760
OS03G0798400	AT1G08770
OS03G0741600	AT1G08770
OS03G0628900	AT1G08780
OS04G0282200	AT1G08790|AT3G04700|AT5G28690
OS03G0799200	AT1G08800
OS03G0164800	AT1G08800
OS10G0414800	AT1G08800
OS12G0125000	AT1G08810
OS11G0558200	AT1G08810
OS11G0128500	AT1G08810
OS01G0936800	AT1G08820
OS05G0373000	AT1G08820
OS07G0665200	AT1G08830
OS03G0351500	AT1G08830
OS04G0588200	AT1G08840
OS10G0559900	AT1G08845
OS05G0373300	AT1G08860
OS12G0530000	AT1G08880|AT1G54690
OS06G0164000	AT1G08910|AT5G41580
OS05G0141700	AT1G08940
OS11G0148000	AT1G08960
OS09G0480700	AT1G08970|AT1G54830
OS08G0496500	AT1G08970|AT1G54830
OS08G0421800	AT1G09000|AT1G54960
OS05G0391500	AT1G09010
OS03G0856400	AT1G09020
OS01G0935200	AT1G09030
OS07G0568200	AT1G09040|AT1G09050|AT1G55050
OS03G0346700	AT1G09060
OS05G0370300	AT1G09070|AT3G62780
OS01G0369500	AT1G09070|AT3G62780
OS07G0670200	AT1G09070|AT3G62780
OS05G0149100	AT1G09070|AT3G62780
OS07G0670300	AT1G09070|AT3G62780
OS01G0934100	AT1G09070|AT3G62780
OS03G0710500	AT1G09080
OS01G0360200	AT1G09090
OS02G0803700	AT1G09100|AT3G05530
OS06G0173100	AT1G09100|AT3G05530
OS03G0344900	AT1G09130
OS03G0344100	AT1G09140
OS07G0673500	AT1G09140
OS05G0364600	AT1G09140
OS01G0316600	AT1G09140
OS01G0314300	AT1G09150
OS02G0813350	AT1G09155|AT1G56240|AT1G56250
OS02G0812500	AT1G09155|AT1G56240|AT1G56250
OS12G0131400	AT1G09155|AT1G56240|AT1G56250
OS02G0813000	AT1G09155|AT1G56240|AT1G56250
OS08G0150700	AT1G09155|AT1G56240|AT1G56250
OS02G0812600	AT1G09155|AT1G56240|AT1G56250
OS02G0813166	AT1G09155|AT1G56240|AT1G56250
OS12G0129700	AT1G09155|AT1G56240|AT1G56250
OS04G0280500	AT1G09155|AT1G56240|AT1G56250
OS03G0301700	AT1G09160
OS07G0690400	AT1G09160
OS10G0408700	AT1G09160
OS12G0547500	AT1G09170|AT5G27000
