Solyc11g008790.1	AT1G01020|AT4G01510
Solyc07g052430.2	AT1G05210|AT1G05220|AT2G32380
Solyc07g052440.2	AT1G05210|AT1G05220|AT2G32380
Solyc05g046000.2	AT1G05240|AT1G05250
Solyc05g046030.2	AT1G05260|AT3G21770|AT4G11290
Solyc04g056420.1	AT1G05260|AT3G21770|AT4G11290
Solyc07g052510.2	AT1G05260|AT3G21770|AT4G11290
Solyc07g052540.2	AT1G05260|AT3G21770|AT4G11290
Solyc05g046020.2	AT1G05260|AT3G21770|AT4G11290
Solyc07g052550.1	AT1G05260|AT3G21770|AT4G11290
Solyc05g046010.2	AT1G05260|AT3G21770|AT4G11290
Solyc07g047740.2	AT1G05260|AT3G21770|AT4G11290
Solyc07g049240.2	AT1G05260|AT3G21770|AT4G11290
Solyc07g052530.2	AT1G05260|AT3G21770|AT4G11290
Solyc12g005780.1	AT1G05270|AT2G32340
Solyc07g052560.1	AT1G05270|AT2G32340
Solyc05g046110.2	AT1G05280
Solyc07g052650.1	AT1G05280
Solyc12g005730.1	AT1G05280
Solyc05g046040.1	AT1G05290|AT3G21880|AT4G15250
Solyc12g005700.1	AT1G05291
Solyc07g043240.2	AT1G05310
Solyc07g043320.2	AT1G05320|AT2G32240
Solyc05g016060.2	AT1G05340|AT2G32190|AT2G32200|AT2G32210
Solyc03g111340.2	AT1G05350
Solyc09g075850.2	AT1G05360|AT4G14950
Solyc09g075970.2	AT1G05370|AT3G22410
Solyc03g005170.2	AT1G05380|AT4G14920
Solyc09g076010.2	AT1G05380|AT4G14920
Solyc09g076030.2	AT1G05385
Solyc09g082140.2	AT1G05410
Solyc09g082160.2	AT1G05430
Solyc06g054140.2	AT1G05430
Solyc09g082180.2	AT1G05440
Solyc06g054030.2	AT1G05450
Solyc09g082300.2	AT1G05450
Solyc06g054050.1	AT1G05460
Solyc06g054020.2	AT1G05460
Solyc09g082370.2	AT1G05470|AT2G32010
Solyc06g054010.2	AT1G05470|AT2G32010
Solyc08g061420.1	AT1G05490|AT3G24340
Solyc02g033050.1	AT1G05490|AT3G24340
Solyc08g077580.1	AT1G05490|AT3G24340
Solyc08g062070.1	AT1G05490|AT3G24340
Solyc08g061410.1	AT1G05490|AT3G24340
Solyc08g077690.2	AT1G05490|AT3G24340
Solyc08g077600.1	AT1G05490|AT3G24340
Solyc04g054440.1	AT1G05490|AT3G24340
Solyc01g060460.1	AT1G05490|AT3G24340
Solyc08g077590.1	AT1G05490|AT3G24340
Solyc01g049740.1	AT1G05490|AT3G24340
Solyc08g061340.1	AT1G05490|AT3G24340
Solyc08g022040.1	AT1G05490|AT3G24340
Solyc08g061390.1	AT1G05490|AT3G24340
Solyc08g061990.1	AT1G05490|AT3G24340
Solyc08g061350.1	AT1G05490|AT3G24340
Solyc01g068320.1	AT1G05490|AT3G24340
Solyc08g062000.1	AT1G05490|AT3G24340
Solyc08g077570.1	AT1G05490|AT3G24340
Solyc08g077610.1	AT1G05490|AT3G24340
Solyc08g062080.1	AT1G05490|AT3G24340
Solyc01g068300.1	AT1G05490|AT3G24340
Solyc08g062060.1	AT1G05490|AT3G24340
Solyc08g061370.1	AT1G05490|AT3G24340
Solyc08g062050.1	AT1G05490|AT3G24340
Solyc12g009790.1	AT1G05500
Solyc07g007680.2	AT1G05500
Solyc12g009760.1	AT1G05500
Solyc12g009700.1	AT1G05500
Solyc09g098120.2	AT1G05510|AT2G31985
Solyc05g053830.2	AT1G05520|AT3G23660|AT4G14160
Solyc09g092680.2	AT1G05520|AT3G23660|AT4G14160
Solyc09g092480.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc01g066120.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc03g058370.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc08g006390.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc01g066110.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc05g053820.2	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc01g066140.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc09g092490.2	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc07g008230.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc09g092500.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc12g098590.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc01g066100.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc12g098580.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc12g098600.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc01g066080.1	AT1G05530|AT1G05560|AT4G14090|AT4G15550
Solyc01g073720.2	AT1G05575|AT2G31945
Solyc01g081630.2	AT1G05577
Solyc08g016160.2	AT1G05580|AT2G31910
Solyc02g021410.2	AT1G05580|AT2G31910
Solyc01g081610.2	AT1G05590
Solyc07g045380.2	AT1G05600
Solyc08g015670.2	AT1G05610
Solyc12g096630.1	AT1G05620
Solyc12g018990.1	AT1G05620
Solyc12g096660.1	AT1G05630|AT2G31830|AT2G43900
Solyc12g019080.1	AT1G05630|AT2G31830|AT2G43900
Solyc08g014580.2	AT1G05630|AT2G31830|AT2G43900
Solyc08g014570.2	AT1G05640|AT2G31820
Solyc12g019060.1	AT1G05640|AT2G31820
Solyc12g096670.1	AT1G05640|AT2G31820
Solyc08g014540.1	AT1G05650|AT1G05660|AT2G43890
Solyc12g019120.1	AT1G05650|AT1G05660|AT2G43890
Solyc04g082860.1	AT1G05675|AT1G05680|AT2G31750|AT2G31790
Solyc12g096820.1	AT1G05675|AT1G05680|AT2G31750|AT2G31790
Solyc12g096830.1	AT1G05675|AT1G05680|AT2G31750|AT2G31790
Solyc08g014440.2	AT1G05690
Solyc12g019420.1	AT1G05690
Solyc03g121230.2	AT1G05700|AT1G07550|AT1G07560|AT1G49100|AT1G51790|AT1G51800|AT1G51805|AT1G51810|AT1G51820|AT1G51830|AT1G51850|AT1G51860|AT1G51870|AT1G51880|AT1G51890|AT1G51910|AT2G04300|AT2G14440|AT2G14510|AT2G19190|AT2G19210|AT2G19230|AT2G28960|AT2G28970|AT2G28990|AT2G29000|AT3G21340|AT3G46330|AT3G46340|AT3G46350|AT3G46370|AT3G46400|AT3G46410|AT3G46420|AT4G20450|AT4G29990|AT5G16900|AT5G59650|AT5G59660|AT5G59670|AT5G59680
Solyc08g014120.2	AT1G05710|AT2G31730
Solyc06g053430.2	AT1G05720
Solyc08g014300.2	AT1G05730|AT1G05740|AT2G31725|AT2G43720
Solyc06g053490.2	AT1G05730|AT1G05740|AT2G31725|AT2G43720
Solyc11g071370.1	AT1G05750
Solyc09g083020.1	AT1G05760|AT1G05770|AT2G43730|AT2G43740|AT2G43745
Solyc09g083040.1	AT1G05760|AT1G05770|AT2G43730|AT2G43740|AT2G43745
Solyc01g006240.2	AT1G05760|AT1G05770|AT2G43730|AT2G43740|AT2G43745
Solyc09g083030.1	AT1G05760|AT1G05770|AT2G43730|AT2G43740|AT2G43745
Solyc09g098500.2	AT1G05785
Solyc09g098450.2	AT1G05790
Solyc12g098730.1	AT1G05800|AT2G31690
Solyc09g098460.1	AT1G05800|AT2G31690
Solyc12g098670.1	AT1G05820|AT2G43070
Solyc09g098200.2	AT1G05820|AT2G43070
Solyc09g098250.2	AT1G05830|AT2G31650
Solyc09g098260.1	AT1G05830|AT2G31650
Solyc09g098340.2	AT1G05840
Solyc05g053900.2	AT1G05840
Solyc09g098540.2	AT1G05850
Solyc12g098810.1	AT1G05850
Solyc01g008200.2	AT1G05860|AT2G31600|AT3G53860
Solyc01g008190.2	AT1G05860|AT2G31600|AT3G53860
Solyc06g073450.2	AT1G05870|AT2G31560|AT2G43340
Solyc09g083010.2	AT1G05900|AT2G31450
Solyc06g073400.2	AT1G05900|AT2G31450
Solyc04g076180.2	AT1G05910
Solyc10g018600.1	AT1G05940
Solyc03g121850.2	AT1G05950
Solyc07g066300.2	AT1G05950
Solyc11g044480.1	AT1G05960
Solyc10g079580.1	AT1G05970
Solyc04g056430.2	AT1G06010
Solyc06g073190.2	AT1G06020|AT1G06030|AT1G50390|AT2G31390|AT3G59480
Solyc06g073180.2	AT1G06040|AT2G31380
Solyc06g053360.2	AT1G06050
Solyc06g053350.2	AT1G06070|AT2G31370
Solyc03g116730.2	AT1G06080|AT1G06090|AT1G06100|AT1G06120|AT1G06350|AT1G06360|AT2G31360|AT3G15870
Solyc06g053340.2	AT1G06110
Solyc06g053310.2	AT1G06130|AT2G31350
Solyc05g051180.1	AT1G06160|AT2G31230
Solyc11g011750.1	AT1G06160|AT2G31230
Solyc11g006050.1	AT1G06160|AT2G31230
Solyc05g051200.1	AT1G06160|AT2G31230
Solyc11g011740.1	AT1G06160|AT2G31230
Solyc04g014530.1	AT1G06160|AT2G31230
Solyc01g081090.1	AT1G06170|AT2G31210|AT2G31215|AT2G31220
Solyc01g081100.1	AT1G06170|AT2G31210|AT2G31215|AT2G31220
Solyc06g083900.2	AT1G06180|AT2G31180
Solyc06g053610.2	AT1G06180|AT2G31180
Solyc03g005570.2	AT1G06180|AT2G31180
Solyc09g025260.2	AT1G06190|AT2G31150
Solyc09g025250.2	AT1G06200|AT2G31140
Solyc09g025240.2	AT1G06210
Solyc07g007210.2	AT1G06220|AT5G25230
Solyc10g008070.2	AT1G06230
Solyc10g008060.2	AT1G06240
Solyc02g077150.1	AT1G06250|AT2G31100|AT4G18550
Solyc02g077000.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077140.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g014470.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077430.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077030.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077010.1	AT1G06250|AT2G31100|AT4G18550
Solyc12g036490.1	AT1G06250|AT2G31100|AT4G18550
Solyc02g077100.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g076990.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077420.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077110.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077160.2	AT1G06250|AT2G31100|AT4G18550
Solyc02g077020.2	AT1G06250|AT2G31100|AT4G18550
Solyc07g053460.2	AT1G06260
Solyc01g088490.2	AT1G06270
Solyc12g010810.1	AT1G06280
Solyc10g008110.2	AT1G06290|AT1G06310
Solyc12g010850.1	AT1G06320
Solyc07g055010.2	AT1G06330
Solyc07g055040.1	AT1G06340
Solyc01g111420.2	AT1G06380|AT2G42650|AT3G58660
Solyc04g008790.1	AT1G06380|AT2G42650|AT3G58660
Solyc07g055200.2	AT1G06390|AT2G30980
Solyc07g055290.2	AT1G06400
Solyc07g055300.2	AT1G06410
Solyc10g007950.2	AT1G06410
Solyc02g081530.1	AT1G06440
Solyc01g009350.2	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
Solyc01g009360.1	AT1G06450|AT1G27820|AT1G27890|AT1G61470|AT3G44240
Solyc07g055720.2	AT1G06460
Solyc12g010990.1	AT1G06470
Solyc07g055700.2	AT1G06470
Solyc07g056260.2	AT1G06490|AT3G59100
Solyc10g007730.2	AT1G06510
Solyc07g056320.2	AT1G06520
Solyc12g011160.1	AT1G06550
Solyc07g045070.2	AT1G06560
Solyc05g041200.2	AT1G06570
Solyc07g045050.2	AT1G06570
Solyc08g067190.2	AT1G06590
Solyc12g006270.1	AT1G06660|AT2G30820
Solyc07g045010.2	AT1G06660|AT2G30820
Solyc07g044930.2	AT1G06670|AT2G30800
Solyc07g044860.2	AT1G06680|AT2G30790
Solyc07g043570.2	AT1G06690
Solyc02g081250.1	AT1G06710
Solyc01g097640.2	AT1G06720
Solyc09g066130.2	AT1G06730
Solyc06g031670.1	AT1G06750|AT2G30630
Solyc08g059750.1	AT1G06750|AT2G30630
Solyc09g066100.2	AT1G06760|AT2G30620
Solyc06g008600.2	AT1G06770|AT2G30580
Solyc09g065990.2	AT1G06770|AT2G30580
Solyc06g084040.2	AT1G06770|AT2G30580
Solyc12g010200.1	AT1G06780|AT2G30575
Solyc07g005360.2	AT1G06780|AT2G30575
Solyc07g006250.2	AT1G06790
Solyc09g065890.2	AT1G06800|AT2G30550
Solyc10g081650.1	AT1G06820
Solyc09g074570.1	AT1G06830|AT2G30540|AT2G47880|AT3G62960
Solyc06g008760.1	AT1G06830|AT2G30540|AT2G47880|AT3G62960
Solyc09g055570.2	AT1G06840
Solyc04g079550.2	AT1G06870|AT2G30440
Solyc06g082500.2	AT1G06890|AT2G30460
Solyc02g043860.2	AT1G06900
Solyc06g082450.1	AT1G06923|AT2G30395
Solyc01g090870.1	AT1G06923|AT2G30395
Solyc09g031780.2	AT1G06950
Solyc06g082360.2	AT1G06960|AT2G30260
Solyc06g082230.2	AT1G06970|AT2G30240
Solyc06g007370.1	AT1G06980|AT2G30230
Solyc09g030370.2	AT1G06990|AT1G58430|AT2G24560|AT2G30220|AT2G30310|AT2G31540
Solyc06g082280.2	AT1G07010
Solyc03g098130.2	AT1G07020
Solyc06g082290.2	AT1G07025|AT1G07030|AT2G30160
Solyc05g007060.2	AT1G07040
Solyc06g082320.2	AT1G07060
Solyc05g052810.2	AT1G07070|AT1G41880|AT1G74270|AT3G55750
Solyc03g096360.2	AT1G07070|AT1G41880|AT1G74270|AT3G55750
Solyc05g052800.2	AT1G07070|AT1G41880|AT1G74270|AT3G55750
Solyc06g007340.2	AT1G07080
Solyc06g007330.2	AT1G07080
Solyc06g082210.1	AT1G07090
Solyc06g082150.2	AT1G07110
Solyc01g088130.2	AT1G07130
Solyc06g082120.2	AT1G07140|AT2G30060|AT5G58590
Solyc01g103240.2	AT1G07150|AT2G30040
Solyc06g082080.2	AT1G07160|AT2G05050|AT2G30020|AT3G27140|AT4G08260
Solyc06g007190.2	AT1G07160|AT2G05050|AT2G30020|AT3G27140|AT4G08260
Solyc12g010340.1	AT1G07170|AT2G30000
Solyc06g007160.2	AT1G07180|AT2G29990
Solyc09g055230.2	AT1G07200|AT2G29970
Solyc01g058530.2	AT1G07210
Solyc10g084700.1	AT1G07210
Solyc06g076980.2	AT1G07220
Solyc09g020190.2	AT1G07230
Solyc07g043050.1	AT1G07240|AT1G07250|AT1G07260|AT2G29710|AT2G29730|AT2G29740|AT2G29750
Solyc07g043060.1	AT1G07240|AT1G07250|AT1G07260|AT2G29710|AT2G29730|AT2G29740|AT2G29750
Solyc06g076860.2	AT1G07270|AT2G29680
Solyc06g076850.2	AT1G07280|AT2G29670|AT3G47080
Solyc06g076830.1	AT1G07290
Solyc09g082950.1	AT1G07310
Solyc07g061900.2	AT1G07320
Solyc06g005960.2	AT1G07330|AT2G29620|AT5G58880
Solyc06g076670.2	AT1G07350
Solyc10g079190.1	AT1G07360|AT2G29580|AT5G04210|AT5G07060
Solyc04g017710.2	AT1G07360|AT2G29580|AT5G04210|AT5G07060
Solyc06g076660.2	AT1G07370|AT2G29570
Solyc03g006140.2	AT1G07380|AT5G58980
Solyc08g016210.2	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
Solyc08g016270.1	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
Solyc11g011180.1	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
Solyc04g014400.2	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
Solyc08g016310.2	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
Solyc06g076560.1	AT1G07400|AT1G59860|AT2G29500
Solyc06g076520.1	AT1G07400|AT1G59860|AT2G29500
Solyc06g076540.1	AT1G07400|AT1G59860|AT2G29500
Solyc06g076570.1	AT1G07400|AT1G59860|AT2G29500
Solyc07g045610.1	AT1G07400|AT1G59860|AT2G29500
Solyc06g076450.2	AT1G07410|AT3G46830|AT5G59150
Solyc06g005810.2	AT1G07410|AT3G46830|AT5G59150
Solyc06g076410.2	AT1G07420|AT2G29390
Solyc06g005750.2	AT1G07420|AT2G29390
Solyc06g076400.2	AT1G07430|AT2G29380|AT5G59220
Solyc03g096650.1	AT1G07440|AT1G07450|AT2G29150|AT2G29170|AT2G29290|AT2G29300|AT2G29310|AT2G29320|AT2G29330|AT2G29340|AT2G29350|AT2G29360|AT2G29370|AT2G30670
Solyc06g076390.2	AT1G07470|AT1G07480
Solyc09g010950.2	AT1G07510|AT2G29080
Solyc10g086550.1	AT1G07510|AT2G29080
Solyc10g086540.1	AT1G07510|AT2G29080
Solyc06g076280.1	AT1G07520|AT1G07530|AT2G29060|AT2G29065
Solyc12g027710.1	AT1G07540|AT3G46590|AT5G59430
Solyc06g076270.2	AT1G07540|AT3G46590|AT5G59430
Solyc06g005590.2	AT1G07540|AT3G46590|AT5G59430
Solyc12g027690.1	AT1G07540|AT3G46590|AT5G59430
Solyc06g005500.2	AT1G07570|AT2G28930
Solyc06g071900.2	AT1G07590
Solyc04g058140.2	AT1G07615
Solyc06g076130.2	AT1G07620
Solyc06g076100.2	AT1G07630|AT2G28890
Solyc06g075990.2	AT1G07645
Solyc07g055810.2	AT1G07650
Solyc11g072880.1	AT1G07670|AT1G07810
Solyc04g078910.2	AT1G07700
Solyc06g075590.2	AT1G07705|AT5G59710
Solyc11g072940.1	AT1G07705|AT5G59710
Solyc06g075600.2	AT1G07710|AT5G60070
Solyc11g072960.1	AT1G07710|AT5G60070
Solyc06g005240.2	AT1G07710|AT5G60070
Solyc11g072980.1	AT1G07720|AT2G28630
Solyc11g072990.1	AT1G07720|AT2G28630
Solyc06g075630.2	AT1G07730|AT2G28670
Solyc11g073030.1	AT1G07730|AT2G28670
Solyc11g073230.1	AT1G07740
Solyc11g073220.1	AT1G07745
Solyc02g086310.1	AT1G07747|AT1G43665|AT1G43666|AT1G43667|AT1G66850|AT2G14846|AT3G57310|AT4G12825|AT5G38160|AT5G38170|AT5G38180|AT5G38195|AT5G38197
Solyc11g073210.1	AT1G07750|AT2G28680
Solyc11g073200.1	AT1G07750|AT2G28680
Solyc06g051410.2	AT1G07780|AT1G29410|AT5G05590
Solyc02g076760.2	AT1G07780|AT1G29410|AT5G05590
Solyc06g075800.1	AT1G07790
Solyc03g114050.2	AT1G07830
Solyc04g076560.2	AT1G07840
Solyc06g075560.1	AT1G07850
Solyc11g072700.1	AT1G07850
Solyc06g075550.2	AT1G07870|AT2G28590
Solyc11g072660.1	AT1G07870|AT2G28590
Solyc11g072630.1	AT1G07880
Solyc06g005160.2	AT1G07890
Solyc06g005150.2	AT1G07890
Solyc06g075330.1	AT1G07900|AT2G28500
Solyc11g072470.1	AT1G07900|AT2G28500
Solyc06g005090.2	AT1G07900|AT2G28500
Solyc11g072430.1	AT1G07910
Solyc11g072420.1	AT1G07910
Solyc06g009960.1	AT1G07920|AT1G07930|AT1G07940|AT5G60390
Solyc06g005060.2	AT1G07920|AT1G07930|AT1G07940|AT5G60390
Solyc11g069700.1	AT1G07920|AT1G07930|AT1G07940|AT5G60390
Solyc06g009970.2	AT1G07920|AT1G07930|AT1G07940|AT5G60390
Solyc03g083300.2	AT1G07950|AT1G16430
Solyc11g069690.1	AT1G07960
Solyc11g069170.1	AT1G07970
Solyc06g016750.2	AT1G07980
Solyc01g087180.2	AT1G07985
Solyc00g006490.2	AT1G07990|AT2G28360|AT3G45190
Solyc11g069490.1	AT1G07990|AT2G28360|AT3G45190
Solyc06g075160.2	AT1G07990|AT2G28360|AT3G45190
Solyc11g069510.1	AT1G08000|AT1G08010|AT2G28340
Solyc06g075140.2	AT1G08000|AT1G08010|AT2G28340
Solyc11g069520.1	AT1G08030
Solyc06g010170.2	AT1G08040|AT2G28310
Solyc11g069550.1	AT1G08040|AT2G28310
Solyc06g075110.2	AT1G08040|AT2G28310
Solyc11g069600.1	AT1G08050|AT5G60710
Solyc11g069610.1	AT1G08060
Solyc06g010210.2	AT1G08060
Solyc06g010200.2	AT1G08060
Solyc06g075060.1	AT1G08065|AT1G08080|AT2G28210|AT5G56330
Solyc06g075070.2	AT1G08065|AT1G08080|AT2G28210|AT5G56330
Solyc11g069640.1	AT1G08065|AT1G08080|AT2G28210|AT5G56330
Solyc06g075050.1	AT1G08065|AT1G08080|AT2G28210|AT5G56330
Solyc11g069040.2	AT1G08110
Solyc06g084160.2	AT1G08120|AT5G26110
Solyc08g005140.2	AT1G08120|AT5G26110
Solyc11g068990.1	AT1G08125
Solyc11g066370.1	AT1G08130|AT1G49250
Solyc12g036260.1	AT1G08135|AT1G08140|AT1G08150|AT2G28170|AT2G28180|AT3G44900|AT3G44910|AT3G44920|AT3G44930|AT5G22900|AT5G22910
Solyc11g066490.1	AT1G08160|AT5G22870
Solyc07g065560.1	AT1G08170
Solyc06g074750.1	AT1G08170
Solyc11g066560.1	AT1G08190
Solyc06g074740.2	AT1G08190
Solyc01g009420.2	AT1G08200|AT2G27860
Solyc06g074670.2	AT1G08200|AT2G27860
Solyc11g066720.1	AT1G08200|AT2G27860
Solyc11g066610.1	AT1G08220
Solyc11g066800.1	AT1G08230
Solyc06g074530.1	AT1G08250|AT2G27820|AT3G44720|AT5G22630
Solyc11g066890.1	AT1G08250|AT2G27820|AT3G44720|AT5G22630
Solyc11g067140.1	AT1G08260|AT2G27120
Solyc11g067130.1	AT1G08260|AT2G27120
Solyc11g067120.1	AT1G08260|AT2G27120
Solyc11g067110.1	AT1G08260|AT2G27120
Solyc06g074370.1	AT1G08280
Solyc06g074360.2	AT1G08290
Solyc01g009480.2	AT1G08310|AT3G44510
Solyc06g074330.2	AT1G08310|AT3G44510
Solyc06g074340.2	AT1G08310|AT3G44510
Solyc01g009500.2	AT1G08310|AT3G44510
Solyc01g096460.2	AT1G08315
Solyc06g074320.2	AT1G08320
Solyc11g068370.1	AT1G08320
Solyc11g068520.1	AT1G08340|AT5G22400
Solyc06g074310.2	AT1G08350
Solyc06g074300.2	AT1G08360|AT2G27530|AT5G22440
Solyc11g068420.1	AT1G08360|AT2G27530|AT5G22440
Solyc01g009520.2	AT1G08360|AT2G27530|AT5G22440
Solyc06g074210.2	AT1G08370
Solyc01g009390.2	AT1G08370
Solyc06g074200.2	AT1G08380
Solyc11g066690.1	AT1G08390
Solyc11g071910.1	AT1G08410|AT2G27200
Solyc06g073960.2	AT1G08420|AT2G27210
Solyc11g071920.1	AT1G08420|AT2G27210
Solyc01g009280.2	AT1G08420|AT2G27210
Solyc06g074100.1	AT1G08430|AT1G08440|AT2G27240
Solyc11g071350.1	AT1G08430|AT1G08440|AT2G27240
Solyc04g048900.2	AT1G08450
Solyc05g056230.2	AT1G08450
Solyc06g074080.2	AT1G08460
Solyc11g071810.1	AT1G08465
Solyc06g073920.2	AT1G08465
Solyc06g073910.2	AT1G08470|AT5G22020
Solyc11g071800.1	AT1G08470|AT5G22020
Solyc11g071790.1	AT1G08480
Solyc06g073900.2	AT1G08480
Solyc05g055000.2	AT1G08490
Solyc11g062350.1	AT1G08500
Solyc12g006930.1	AT1G08510
Solyc04g015490.2	AT1G08520
Solyc04g051120.2	AT1G08530
Solyc01g081490.2	AT1G08540
Solyc04g050930.2	AT1G08550
Solyc06g053760.2	AT1G08560
Solyc10g080730.1	AT1G08570|AT2G33270
Solyc12g019740.1	AT1G08570|AT2G33270
Solyc03g096960.2	AT1G08580
Solyc04g050170.2	AT1G08590
Solyc04g050160.2	AT1G08600
Solyc04g050150.2	AT1G08600
Solyc04g010050.2	AT1G08610
Solyc04g009990.2	AT1G08620
Solyc04g009960.2	AT1G08630|AT3G04520
Solyc04g009940.2	AT1G08640
Solyc04g009900.2	AT1G08650|AT3G04530
Solyc04g009910.2	AT1G08650|AT3G04530
Solyc05g055050.1	AT1G08650|AT3G04530
Solyc02g094500.2	AT1G08660
Solyc01g110510.2	AT1G08670
Solyc01g110500.2	AT1G08670
Solyc11g065940.1	AT1G08670
Solyc10g076990.1	AT1G08680
Solyc10g081230.1	AT1G08700
Solyc10g085660.1	AT1G08710
Solyc01g097980.2	AT1G08720
Solyc11g006220.1	AT1G08730|AT1G54560
Solyc10g007850.2	AT1G08750
Solyc06g073110.2	AT1G08760
Solyc01g097230.2	AT1G08770
Solyc01g097300.2	AT1G08780
Solyc01g097180.2	AT1G08790|AT3G04700|AT5G28690
Solyc01g097040.2	AT1G08800
Solyc10g081490.1	AT1G08810
Solyc01g098200.2	AT1G08820
Solyc01g067740.2	AT1G08830
Solyc01g088380.1	AT1G08840
Solyc04g056530.1	AT1G08845
Solyc04g051030.1	AT1G08845
Solyc04g051020.1	AT1G08845
Solyc01g111810.2	AT1G08845
Solyc10g045520.1	AT1G08860
Solyc09g074300.1	AT1G08880|AT1G54690
Solyc02g005180.2	AT1G08890|AT1G08900|AT1G08920|AT1G08930|AT3G05155|AT3G05160|AT3G05165|AT3G05400|AT5G27350|AT5G27360
Solyc01g098500.2	AT1G08890|AT1G08900|AT1G08920|AT1G08930|AT3G05155|AT3G05160|AT3G05165|AT3G05400|AT5G27350|AT5G27360
Solyc01g098490.2	AT1G08890|AT1G08900|AT1G08920|AT1G08930|AT3G05155|AT3G05160|AT3G05165|AT3G05400|AT5G27350|AT5G27360
Solyc08g008130.2	AT1G08910|AT5G41580
Solyc01g098580.2	AT1G08940
Solyc10g045430.1	AT1G08940
Solyc01g098800.2	AT1G08960
Solyc01g079870.2	AT1G08970|AT1G54830
Solyc10g086170.1	AT1G08980
Solyc01g098970.1	AT1G08990|AT1G54940
Solyc01g098960.1	AT1G08990|AT1G54940
Solyc01g098980.2	AT1G09000|AT1G54960
Solyc01g099090.2	AT1G09010
Solyc01g099280.2	AT1G09020
Solyc01g099320.2	AT1G09030
Solyc01g067090.2	AT1G09040|AT1G09050|AT1G55050
Solyc02g078790.2	AT1G09060
Solyc01g099390.2	AT1G09070|AT3G62780
Solyc01g099370.2	AT1G09070|AT3G62780
Solyc08g028990.1	AT1G09070|AT3G62780
Solyc01g099660.2	AT1G09080
Solyc01g099620.2	AT1G09090
Solyc01g099760.2	AT1G09100|AT3G05530
Solyc01g099690.2	AT1G09130
Solyc01g099810.2	AT1G09140
Solyc01g099890.2	AT1G09150
Solyc01g100010.2	AT1G09155|AT1G56240|AT1G56250
Solyc01g100000.2	AT1G09155|AT1G56240|AT1G56250
Solyc05g007920.2	AT1G09157|AT5G39650
Solyc01g100110.2	AT1G09160
Solyc01g100120.2	AT1G09170|AT5G27000
Solyc06g009660.2	AT1G09180|AT1G56330
Solyc01g100350.2	AT1G09180|AT1G56330
Solyc01g079540.2	AT1G09180|AT1G56330
Solyc01g100340.2	AT1G09190
Solyc01g100260.2	AT1G09195
Solyc01g100380.2	AT1G09210|AT1G56340
Solyc06g009620.1	AT1G09220
Solyc01g110820.2	AT1G09230
Solyc01g100490.2	AT1G09240|AT1G56430|AT5G04950|AT5G56080
Solyc01g100660.2	AT1G09250|AT3G05800
Solyc01g100720.2	AT1G09270
Solyc01g100730.2	AT1G09280
Solyc01g020240.2	AT1G09290
Solyc01g100740.2	AT1G09300
Solyc01g100770.2	AT1G09310|AT1G56580
Solyc01g100760.2	AT1G09310|AT1G56580
Solyc01g100750.2	AT1G09310|AT1G56580
Solyc01g100780.2	AT1G09320
Solyc06g073270.2	AT1G09330
Solyc06g073260.2	AT1G09340
Solyc01g100830.1	AT1G09350|AT1G56600
Solyc12g035400.1	AT1G09380
Solyc01g100900.2	AT1G09380
Solyc01g100920.2	AT1G09380
Solyc12g096850.1	AT1G09380
Solyc01g100890.2	AT1G09380
