MTR_7g089460	AT1G01020|AT4G01510
MTR_1g090050	AT1G04650
MTR_1g047370	AT1G04680|AT3G24230|AT4G13710
MTR_1g047250	AT1G04690
MTR_1g090020	AT1G04700
MTR_1g047210	AT1G04710|AT2G33150
MTR_1g047790	AT1G04730
MTR_4g022570	AT1G04750|AT1G04760|AT2G32670|AT2G33110|AT2G33120
MTR_7g058900	AT1G04750|AT1G04760|AT2G32670|AT2G33110|AT2G33120
MTR_1g047720	AT1G04750|AT1G04760|AT2G32670|AT2G33110|AT2G33120
MTR_4g022470	AT1G04750|AT1G04760|AT2G32670|AT2G33110|AT2G33120
MTR_1g047710	AT1G04750|AT1G04760|AT2G32670|AT2G33110|AT2G33120
MTR_7g058640	AT1G04750|AT1G04760|AT2G32670|AT2G33110|AT2G33120
MTR_1g046930	AT1G04780|AT3G24210
MTR_1g047180	AT1G04790
MTR_2g067250	AT1G04810|AT2G32730
MTR_8g106120	AT1G04810|AT2G32730
MTR_2g041670	AT1G04820|AT1G50010|AT4G14960
MTR_2g041400	AT1G04820|AT1G50010|AT4G14960
MTR_3g083840	AT1G04830|AT4G13730
MTR_8g085300	AT1G04830|AT4G13730
MTR_8g085380	AT1G04850
MTR_3g083600	AT1G04860|AT2G32780
MTR_2g054880	AT1G04870
MTR_7g005970	AT1G04880
MTR_1g116180	AT1G04880
MTR_2g031240	AT1G04900
MTR_1g102030	AT1G04910
MTR_1g101990	AT1G04910
MTR_1g101985	AT1G04910
MTR_3g047380	AT1G04920
MTR_5g091340	AT1G04920
MTR_2g060910	AT1G04930|AT2G32840
MTR_4g125960	AT1G04930|AT2G32840
MTR_4g011960	AT1G04940
MTR_6g463300	AT1G04945
MTR_7g024860	AT1G04950
MTR_7g024867	AT1G04950
MTR_3g082850	AT1G04960
MTR_5g084690	AT1G04970
MTR_5g084930	AT1G04980|AT2G32920
MTR_5g084980	AT1G04985
MTR_5g085200	AT1G04990|AT2G32930
MTR_3g080490	AT1G05020
MTR_3g080240	AT1G05030
MTR_7g089440	AT1G05055
MTR_5g085980	AT1G05060
MTR_4g050050	AT1G05070|AT2G32580
MTR_8g061890	AT1G05090|AT4G20720
MTR_2g023890	AT1G05100|AT2G32510
MTR_4g048590	AT1G05140|AT2G32480
MTR_1g045490	AT1G05150|AT2G32450
MTR_2g031930	AT1G05160|AT2G32440
MTR_2g031920	AT1G05160|AT2G32440
MTR_2g088270	AT1G05170|AT2G32430
MTR_4g048320	AT1G05170|AT2G32430
MTR_4g048220	AT1G05180|AT2G32410|AT3G25880
MTR_0316s0010	AT1G05190
MTR_2g088450	AT1G05200|AT2G32390
MTR_2g088460	AT1G05205
MTR_4g047630	AT1G05210|AT1G05220|AT2G32380
MTR_4g047800	AT1G05230
MTR_2g088770	AT1G05260|AT3G21770|AT4G11290
MTR_4g046713	AT1G05260|AT3G21770|AT4G11290
MTR_6g055230	AT1G05270|AT2G32340
MTR_4g046707	AT1G05270|AT2G32340
MTR_4g046663	AT1G05270|AT2G32340
MTR_4g046677	AT1G05280
MTR_2g088940	AT1G05280
MTR_2g088900	AT1G05290|AT3G21880|AT4G15250
MTR_2g089050	AT1G05291
MTR_4g045673	AT1G05291
MTR_7g092780	AT1G05310
MTR_4g076030	AT1G05320|AT2G32240
MTR_2g045230	AT1G05350
MTR_3g099240	AT1G05350
MTR_5g006110	AT1G05360|AT4G14950
MTR_1g104680	AT1G05360|AT4G14950
MTR_1g104540	AT1G05370|AT3G22410
MTR_1g103830	AT1G05380|AT4G14920
MTR_1g103810	AT1G05385
MTR_5g006390	AT1G05410
MTR_1g103600	AT1G05410
MTR_1g103640	AT1G05420|AT2G32100
MTR_5g006410	AT1G05430
MTR_1g103560	AT1G05440
MTR_5g006890	AT1G05460
MTR_2g049990	AT1G05460
MTR_1g103330	AT1G05470|AT2G32010
MTR_5g006820	AT1G05470|AT2G32010
MTR_7g450790	AT1G05490|AT3G24340
MTR_7g450780	AT1G05490|AT3G24340
MTR_4g088650	AT1G05490|AT3G24340
MTR_2g084695	AT1G05490|AT3G24340
MTR_7g050445	AT1G05490|AT3G24340
MTR_7g450820	AT1G05490|AT3G24340
MTR_7g450860	AT1G05490|AT3G24340
MTR_7g029525	AT1G05490|AT3G24340
MTR_4g115660	AT1G05500
MTR_3g084870	AT1G05510|AT2G31985
MTR_3g084740	AT1G05520|AT3G23660|AT4G14160
MTR_8g083280	AT1G05530|AT1G05560|AT4G14090|AT4G15550
MTR_3g084520	AT1G05530|AT1G05560|AT4G14090|AT4G15550
MTR_3g084530	AT1G05530|AT1G05560|AT4G14090|AT4G15550
MTR_3g084540	AT1G05530|AT1G05560|AT4G14090|AT4G15550
MTR_8g083290	AT1G05530|AT1G05560|AT4G14090|AT4G15550
MTR_2g061380	AT1G05570|AT2G31960|AT5G36870
MTR_2g061780	AT1G05575|AT2G31945
MTR_2g062310	AT1G05577
MTR_7g085870	AT1G05580|AT2G31910
MTR_2g062560	AT1G05590
MTR_5g048070	AT1G05600
MTR_6g071320	AT1G05600
MTR_1g039400	AT1G05620
MTR_1g039410	AT1G05620
MTR_6g092670	AT1G05630|AT2G31830|AT2G43900
MTR_7g117620	AT1G05640|AT2G31820
MTR_8g105170	AT1G05670
MTR_7g080935	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_7g080960	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_6g038300	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_7g080900	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_7g080950	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_6g038230	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_6g038220	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_6g038240	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_7g080940	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_6g038200	AT1G05675|AT1G05680|AT2G31750|AT2G31790
MTR_8g015340	AT1G05700|AT1G07550|AT1G07560|AT1G49100|AT1G51790|AT1G51800|AT1G51805|AT1G51810|AT1G51820|AT1G51830|AT1G51850|AT1G51860|AT1G51870|AT1G51880|AT1G51890|AT1G51910|AT2G04300|AT2G14440|AT2G14510|AT2G19190|AT2G19210|AT2G19230|AT2G28960|AT2G28970|AT2G28990|AT2G29000|AT3G21340|AT3G46330|AT3G46340|AT3G46350|AT3G46370|AT3G46400|AT3G46410|AT3G46420|AT4G20450|AT4G29990|AT5G16900|AT5G59650|AT5G59660|AT5G59670|AT5G59680
MTR_4g087300	AT1G05710|AT2G31730
MTR_4g087310	AT1G05720
MTR_3g009130	AT1G05730|AT1G05740|AT2G31725|AT2G43720
MTR_2g087120	AT1G05750
MTR_6g017185	AT1G05780|AT2G31710
MTR_7g006340	AT1G05785
MTR_1g116780	AT1G05790
MTR_7g006400	AT1G05800|AT2G31690
MTR_7g405780	AT1G05820|AT2G43070
MTR_1g116953	AT1G05820|AT2G43070
MTR_7g021365	AT1G05830|AT2G31650
MTR_7g021510	AT1G05840
MTR_2g034680	AT1G05850
MTR_1g116580	AT1G05860|AT2G31600|AT3G53860
MTR_1g116590	AT1G05870|AT2G31560|AT2G43340
MTR_3g065410	AT1G05890|AT2G31510
MTR_5g097670	AT1G05890|AT2G31510
MTR_2g098580	AT1G05890|AT2G31510
MTR_4g066650	AT1G05890|AT2G31510
MTR_3g065380	AT1G05890|AT2G31510
MTR_2g098660	AT1G05900|AT2G31450
MTR_4g067060	AT1G05900|AT2G31450
MTR_4g067100	AT1G05910
MTR_7g007850	AT1G05940
MTR_4g067090	AT1G05950
MTR_2g098830	AT1G05950
MTR_0002s1280	AT1G05950
MTR_2g098770	AT1G05950
MTR_2g098710	AT1G05950
MTR_2g098730	AT1G05950
MTR_2g098720	AT1G05950
MTR_4g067110	AT1G05960
MTR_2g098850	AT1G05960
MTR_3g030930	AT1G05970
MTR_3g021420	AT1G05970
MTR_7g090650	AT1G05970
MTR_3g032520	AT1G06010
MTR_4g067310	AT1G06020|AT1G06030|AT1G50390|AT2G31390|AT3G59480
MTR_2g098950	AT1G06020|AT1G06030|AT1G50390|AT2G31390|AT3G59480
MTR_4g067320	AT1G06040|AT2G31380
MTR_2g099010	AT1G06040|AT2G31380
MTR_4g067360	AT1G06050
MTR_1g019870	AT1G06060
MTR_2g099050	AT1G06070|AT2G31370
MTR_4g010150	AT1G06080|AT1G06090|AT1G06100|AT1G06120|AT1G06350|AT1G06360|AT2G31360|AT3G15870
MTR_4g068130	AT1G06110
MTR_7g056073	AT1G06150
MTR_4g054740	AT1G06160|AT2G31230
MTR_1g069940	AT1G06160|AT2G31230
MTR_1g069945	AT1G06160|AT2G31230
MTR_4g054860	AT1G06160|AT2G31230
MTR_7g096780	AT1G06160|AT2G31230
MTR_7g096830	AT1G06160|AT2G31230
MTR_4g054360	AT1G06160|AT2G31230
MTR_4g094762	AT1G06170|AT2G31210|AT2G31215|AT2G31220
MTR_1g069855	AT1G06190|AT2G31150
MTR_1g069870	AT1G06200|AT2G31140
MTR_1g069890	AT1G06200|AT2G31140
MTR_1g069900	AT1G06200|AT2G31140
MTR_7g097010	AT1G06210
MTR_4g116430	AT1G06220|AT5G25230
MTR_2g091135	AT1G06230
MTR_4g079650	AT1G06230
MTR_2g091130	AT1G06230
MTR_2g091140	AT1G06240
MTR_4g087830	AT1G06250|AT2G31100|AT4G18550
MTR_2g015690	AT1G06250|AT2G31100|AT4G18550
MTR_4g087810	AT1G06250|AT2G31100|AT4G18550
MTR_2g090890	AT1G06260
MTR_4g079440	AT1G06260
MTR_2g090885	AT1G06270
MTR_4g088035	AT1G06280
MTR_4g079290	AT1G06290|AT1G06310
MTR_4g079460	AT1G06320
MTR_4g079810	AT1G06320
MTR_2g091235	AT1G06330
MTR_5g089250	AT1G06340
MTR_2g011700	AT1G06340
MTR_5g089140	AT1G06340
MTR_4g127390	AT1G06340
MTR_4g079830	AT1G06340
MTR_3g065560	AT1G06340
MTR_5g089220	AT1G06340
MTR_4g079980	AT1G06340
MTR_1g019680	AT1G06340
MTR_2g064460	AT1G06380|AT2G42650|AT3G58660
MTR_2g083940	AT1G06390|AT2G30980
MTR_2g083860	AT1G06400
MTR_4g080160	AT1G06410
MTR_2g438140	AT1G06430|AT2G30950
MTR_4g094662	AT1G06430|AT2G30950
MTR_3g063230	AT1G06440
MTR_5g091960	AT1G06460
MTR_8g016090	AT1G06470
MTR_5g091310	AT1G06475
MTR_4g094630	AT1G06475
MTR_4g094635	AT1G06475
MTR_3g047390	AT1G06490|AT3G59100
MTR_5g091560	AT1G06510
MTR_3g048330	AT1G06520
MTR_3g448430	AT1G06520
MTR_5g091660	AT1G06520
MTR_5g091710	AT1G06530|AT3G58840
MTR_5g008430	AT1G06530|AT3G58840
MTR_3g046330	AT1G06550
MTR_5g091110	AT1G06560
MTR_5g090990	AT1G06570
MTR_5g090980	AT1G06570
MTR_5g091060	AT1G06570
MTR_1g022325	AT1G06570
MTR_5g091020	AT1G06590
MTR_3g450760	AT1G06660|AT2G30820
MTR_5g090900	AT1G06660|AT2G30820
MTR_5g090430	AT1G06670|AT2G30800
MTR_3g449930	AT1G06680|AT2G30790
MTR_5g090410	AT1G06680|AT2G30790
MTR_3g449790	AT1G06690
MTR_5g007250	AT1G06710
MTR_4g068150	AT1G06720
MTR_1g070375	AT1G06730
MTR_7g096300	AT1G06750|AT2G30630
MTR_1g070385	AT1G06750|AT2G30630
MTR_1g070390	AT1G06760|AT2G30620
MTR_1g070435	AT1G06760|AT2G30620
MTR_1g070440	AT1G06760|AT2G30620
MTR_7g096210	AT1G06770|AT2G30580
MTR_7g096160	AT1G06780|AT2G30575
MTR_1g070490	AT1G06780|AT2G30575
MTR_8g072680	AT1G06790
MTR_7g096140	AT1G06800|AT2G30550
MTR_1995s0010	AT1G06800|AT2G30550
MTR_7g096120	AT1G06800|AT2G30550
MTR_1g054965	AT1G06820
MTR_1g088920	AT1G06830|AT2G30540|AT2G47880|AT3G62960
MTR_1g088925	AT1G06830|AT2G30540|AT2G47880|AT3G62960
MTR_7g108200	AT1G06830|AT2G30540|AT2G47880|AT3G62960
MTR_3g062570	AT1G06840
MTR_5g075650	AT1G06840
MTR_3g062590	AT1G06840
MTR_5g075390	AT1G06850
MTR_3g467120	AT1G06850
MTR_2g059220	AT1G06870|AT2G30440
MTR_3g100960	AT1G06870|AT2G30440
MTR_3g094270	AT1G06890|AT2G30460
MTR_3g094260	AT1G06890|AT2G30460
MTR_5g095180	AT1G06900
MTR_3g466820	AT1G06900
MTR_5g075190	AT1G06923|AT2G30395
MTR_3g466170	AT1G06950
MTR_5g074690	AT1G06950
MTR_1g055405	AT1G06960|AT2G30260
MTR_5g074430	AT1G06960|AT2G30260
MTR_3g072860	AT1G06960|AT2G30260
MTR_3g031160	AT1G06970|AT2G30240
MTR_3g031140	AT1G06980|AT2G30230
MTR_5g074290	AT1G06980|AT2G30230
MTR_5g074270	AT1G06990|AT1G58430|AT2G24560|AT2G30220|AT2G30310|AT2G31540
MTR_5g072900	AT1G07010
MTR_3g031370	AT1G07020
MTR_5g073040	AT1G07025|AT1G07030|AT2G30160
MTR_5g038460	AT1G07040
MTR_5g072780	AT1G07050
MTR_3g031720	AT1G07060
MTR_3g031680	AT1G07060
MTR_0699s0010	AT1G07070|AT1G41880|AT1G74270|AT3G55750
MTR_0699s0020	AT1G07070|AT1G41880|AT1G74270|AT3G55750
MTR_5g081705	AT1G07070|AT1G41880|AT1G74270|AT3G55750
MTR_3g031790	AT1G07080
MTR_3g031800	AT1G07080
MTR_5g072510	AT1G07090
MTR_3g031830	AT1G07090
MTR_3g464770	AT1G07110
MTR_5g071900	AT1G07110
MTR_8g066450	AT1G07110
MTR_5g071840	AT1G07120
MTR_5g071817	AT1G07120
MTR_1g033230	AT1G07130
MTR_5g020430	AT1G07130
MTR_5g020340	AT1G07130
MTR_6g042530	AT1G07140|AT2G30060|AT5G58590
MTR_1g097600	AT1G07140|AT2G30060|AT5G58590
MTR_3g034085	AT1G07140|AT2G30060|AT5G58590
MTR_5g071560	AT1G07150|AT2G30040
MTR_5g071550	AT1G07160|AT2G05050|AT2G30020|AT3G27140|AT4G08260
MTR_3g464700	AT1G07160|AT2G05050|AT2G30020|AT3G27140|AT4G08260
MTR_3g464650	AT1G07160|AT2G05050|AT2G30020|AT3G27140|AT4G08260
MTR_3g464510	AT1G07170|AT2G30000
MTR_4g022900	AT1G07170|AT2G30000
MTR_5g071250	AT1G07180|AT2G29990
MTR_3g464380	AT1G07180|AT2G29990
MTR_5g071060	AT1G07200|AT2G29970
MTR_3g464150	AT1G07200|AT2G29970
MTR_7g117410	AT1G07210
MTR_3g464000	AT1G07220
MTR_3g463760	AT1G07230
MTR_5g070090	AT1G07240|AT1G07250|AT1G07260|AT2G29710|AT2G29730|AT2G29740|AT2G29750
MTR_5g070040	AT1G07240|AT1G07250|AT1G07260|AT2G29710|AT2G29730|AT2G29740|AT2G29750
MTR_3g463490	AT1G07270|AT2G29680
MTR_3g463450	AT1G07280|AT2G29670|AT3G47080
MTR_3g463360	AT1G07290
MTR_3g070165	AT1G07310
MTR_8g006995	AT1G07320
MTR_3g462910	AT1G07330|AT2G29620|AT5G58880
MTR_5g069750	AT1G07330|AT2G29620|AT5G58880
MTR_3g462330	AT1G07350
MTR_3g079200	AT1G07360|AT2G29580|AT5G04210|AT5G07060
MTR_3g462130	AT1G07370|AT2G29570
MTR_3g061720	AT1G07380|AT5G58980
MTR_5g096890	AT1G07380|AT5G58980
MTR_2g016200	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g016910	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g015930	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_8g077105	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g016780	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g015960	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g016800	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g016820	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g009930	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_4g016850	AT1G07390|AT1G54470|AT1G58190|AT1G74170|AT1G74180|AT1G74190|AT2G25470|AT3G53240|AT5G49290
MTR_6g061850	AT1G07400|AT1G59860|AT2G29500
MTR_6g061940	AT1G07400|AT1G59860|AT2G29500
MTR_4g088490	AT1G07400|AT1G59860|AT2G29500
MTR_4g088450	AT1G07400|AT1G59860|AT2G29500
MTR_4g088475	AT1G07400|AT1G59860|AT2G29500
MTR_4g091590	AT1G07400|AT1G59860|AT2G29500
MTR_4g064897	AT1G07410|AT3G46830|AT5G59150
MTR_8g063210	AT1G07420|AT2G29390
MTR_6g039970	AT1G07420|AT2G29390
MTR_5g035190	AT1G07420|AT2G29390
MTR_4g064887	AT1G07440|AT1G07450|AT2G29150|AT2G29170|AT2G29290|AT2G29300|AT2G29310|AT2G29320|AT2G29330|AT2G29340|AT2G29350|AT2G29360|AT2G29370|AT2G30670
MTR_7g062850	AT1G07460|AT2G29220|AT2G29250
MTR_2g097740	AT1G07470|AT1G07480
MTR_4g064520	AT1G07490|AT2G29125|AT3G46613|AT5G59510
MTR_2g097570	AT1G07490|AT2G29125|AT3G46613|AT5G59510
MTR_4g064350	AT1G07510|AT2G29080
MTR_7g096060	AT1G07510|AT2G29080
MTR_1g044600	AT1G07510|AT2G29080
MTR_0376s0020	AT1G07510|AT2G29080
MTR_7g078570	AT1G07510|AT2G29080
MTR_6g059690	AT1G07510|AT2G29080
MTR_4g064160	AT1G07520|AT1G07530|AT2G29060|AT2G29065
MTR_2g097380	AT1G07520|AT1G07530|AT2G29060|AT2G29065
MTR_2g097350	AT1G07520|AT1G07530|AT2G29060|AT2G29065
MTR_2g097310	AT1G07520|AT1G07530|AT2G29060|AT2G29065
MTR_2g097390	AT1G07520|AT1G07530|AT2G29060|AT2G29065
MTR_2g097290	AT1G07540|AT3G46590|AT5G59430
MTR_2g096950	AT1G07570|AT2G28930
MTR_4g063940	AT1G07570|AT2G28930
MTR_4g063935	AT1G07570|AT2G28930
MTR_2g096970	AT1G07570|AT2G28930
MTR_2g096960	AT1G07570|AT2G28930
MTR_4g063945	AT1G07570|AT2G28930
MTR_4g063930	AT1G07570|AT2G28930
MTR_2g096880	AT1G07590
MTR_1g073010	AT1G07615
MTR_2g096870	AT1G07620
MTR_4g063905	AT1G07630|AT2G28890
MTR_4g063500	AT1G07645
MTR_5g091950	AT1G07650
MTR_7g029510	AT1G07660
MTR_7g100110	AT1G07670|AT1G07810
MTR_3g101740	AT1G07700
MTR_2g096180	AT1G07705|AT5G59710
MTR_4g061960	AT1G07705|AT5G59710
MTR_4g061843	AT1G07705|AT5G59710
MTR_2g096190	AT1G07710|AT5G60070
MTR_4g062100	AT1G07710|AT5G60070
MTR_4g062270	AT1G07720|AT2G28630
MTR_2g096210	AT1G07720|AT2G28630
MTR_4g062170	AT1G07720|AT2G28630
MTR_4g062190	AT1G07720|AT2G28630
MTR_4g062520	AT1G07730|AT2G28670
MTR_4g062470	AT1G07730|AT2G28670
MTR_4g062480	AT1G07740
MTR_4g062540	AT1G07745
MTR_5g022720	AT1G07750|AT2G28680
MTR_4g032360	AT1G07750|AT2G28680
MTR_4g062550	AT1G07750|AT2G28680
MTR_4g072780	AT1G07750|AT2G28680
MTR_4g062570	AT1G07750|AT2G28680
MTR_3g449480	AT1G07780|AT1G29410|AT5G05590
MTR_3g070890	AT1G07780|AT1G29410|AT5G05590
MTR_4g063240	AT1G07790
MTR_4g063200	AT1G07790
MTR_4g063220	AT1G07790
MTR_4g064020	AT1G07790
MTR_4g063990	AT1G07790
MTR_2g096630	AT1G07795|AT2G28725
MTR_8g038460	AT1G07820
MTR_5g015850	AT1G07830
MTR_3g099850	AT1G07840
MTR_4g061590	AT1G07850
MTR_2g095970	AT1G07850
MTR_4g061580	AT1G07860
MTR_2g095960	AT1G07870|AT2G28590
MTR_2g095880	AT1G07870|AT2G28590
MTR_2g095920	AT1G07870|AT2G28590
MTR_4g131900	AT1G07870|AT2G28590
MTR_2g095950	AT1G07870|AT2G28590
MTR_4g061320	AT1G07880
MTR_4g061330	AT1G07880
MTR_5g008440	AT1G07890
MTR_2g093310	AT1G07900|AT2G28500
MTR_4g060950	AT1G07900|AT2G28500
MTR_4g060795	AT1G07910
MTR_1g095703	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_4g054970	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g495705	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g024175	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_2g082665	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g112460	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g101880	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g095650	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_4g014810	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_2g080210	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_6g021805	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g101870	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_5g037350	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_2g082730	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_8g014590	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g089520	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_2g037420	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g013680	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_7g098190	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g085410	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_8g013910	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_6g021800	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_1g024165	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_8g008740	AT1G07920|AT1G07930|AT1G07940|AT5G60390
MTR_2g062860	AT1G07950|AT1G16430
MTR_2g093680	AT1G07960
MTR_4g060500	AT1G07970
MTR_4g059710	AT1G07980
MTR_8g037205	AT1G07985
MTR_2g094550	AT1G07990|AT2G28360|AT3G45190
MTR_2g094600	AT1G08000|AT1G08010|AT2G28340
MTR_4g058910	AT1G08000|AT1G08010|AT2G28340
MTR_4g058890	AT1G08030
MTR_2g094650	AT1G08040|AT2G28310
MTR_4g058800	AT1G08040|AT2G28310
MTR_2g094930	AT1G08050|AT5G60710
MTR_4g058700	AT1G08050|AT5G60710
MTR_2g095030	AT1G08060
MTR_4g058650	AT1G08060
MTR_2g094980	AT1G08060
MTR_0219s0130	AT1G08065|AT1G08080|AT2G28210|AT5G56330
MTR_0219s0070	AT1G08065|AT1G08080|AT2G28210|AT5G56330
MTR_4g113830	AT1G08070
MTR_4g057865	AT1G08090|AT1G08100|AT5G60770
MTR_4g057890	AT1G08090|AT1G08100|AT5G60770
MTR_4g057685	AT1G08110
MTR_3g465790	AT1G08120|AT5G26110
MTR_4g057605	AT1G08125
MTR_4g057340	AT1G08130|AT1G49250
MTR_4g057345	AT1G08130|AT1G49250
MTR_8g468400	AT1G08130|AT1G49250
MTR_6g053320	AT1G08135|AT1G08140|AT1G08150|AT2G28170|AT2G28180|AT3G44900|AT3G44910|AT3G44920|AT3G44930|AT5G22900|AT5G22910
MTR_2g011350	AT1G08160|AT5G22870
MTR_2g084480	AT1G08170
MTR_4g056480	AT1G08190
MTR_4g056100	AT1G08200|AT2G27860
MTR_1g108530	AT1G08200|AT2G27860
MTR_1g107455	AT1G08200|AT2G27860
MTR_2g041340	AT1G08200|AT2G27860
MTR_2g084545	AT1G08220
MTR_4g055610	AT1G08230
MTR_4g055637	AT1G08230
MTR_4g055310	AT1G08250|AT2G27820|AT3G44720|AT5G22630
MTR_2g084875	AT1G08250|AT2G27820|AT3G44720|AT5G22630
MTR_4g054980	AT1G08260|AT2G27120
MTR_2g036350	AT1G08270
MTR_8g046940	AT1G08270
MTR_4g053520	AT1G08280
MTR_2g086300	AT1G08310|AT3G44510
MTR_3g104770	AT1G08310|AT3G44510
MTR_4g053620	AT1G08310|AT3G44510
MTR_8g039560	AT1G08315
MTR_4g053250	AT1G08320
MTR_2g086420	AT1G08320
MTR_5g064420	AT1G08340|AT5G22400
MTR_2g086580	AT1G08340|AT5G22400
MTR_4g052850	AT1G08340|AT5G22400
MTR_4g053270	AT1G08350
MTR_5g012930	AT1G08360|AT2G27530|AT5G22440
MTR_3g070930	AT1G08360|AT2G27530|AT5G22440
MTR_2g086500	AT1G08360|AT2G27530|AT5G22440
MTR_2g086970	AT1G08370
MTR_4g052420	AT1G08380
MTR_4g056300	AT1G08390
MTR_3g040540	AT1G08400
MTR_4g050490	AT1G08410|AT2G27200
MTR_4g050540	AT1G08420|AT2G27210
MTR_2g087530	AT1G08420|AT2G27210
MTR_4g051575	AT1G08430|AT1G08440|AT2G27240
MTR_4g068080	AT1G08450
MTR_2g087270	AT1G08460
MTR_4g050300	AT1G08465
MTR_2g087740	AT1G08465
MTR_4g050190	AT1G08470|AT5G22020
MTR_2g087780	AT1G08470|AT5G22020
MTR_4g084320	AT1G08480
MTR_3g083980	AT1G08490
MTR_5g088990	AT1G08500
MTR_4g112970	AT1G08510
MTR_5g009070	AT1G08520
MTR_4g078130	AT1G08530
MTR_3g118290	AT1G08540
MTR_7g116630	AT1G08550
MTR_5g012010	AT1G08560
MTR_7g085310	AT1G08570|AT2G33270
MTR_6g004010	AT1G08580
MTR_1g080440	AT1G08590
MTR_1g080420	AT1G08600
MTR_1g080120	AT1G08610
MTR_1g078070	AT1G08620
MTR_7g115690	AT1G08630|AT3G04520
MTR_1g080250	AT1G08630|AT3G04520
MTR_7g115670	AT1G08640
MTR_1g080020	AT1G08650|AT3G04530
MTR_7g116390	AT1G08650|AT3G04530
MTR_7g084010	AT1G08660
MTR_6g027300	AT1G08680
MTR_7g087200	AT1G08700
MTR_7g087140	AT1G08710
MTR_7g087330	AT1G08710
MTR_7g087170	AT1G08710
MTR_1g081790	AT1G08720
MTR_1g080600	AT1G08730|AT1G54560
MTR_7g115430	AT1G08730|AT1G54560
MTR_2g058550	AT1G08750
MTR_1g085630	AT1G08750
MTR_4g068050	AT1G08760
MTR_2g099095	AT1G08760
MTR_1g080760	AT1G08770
MTR_1g080770	AT1G08780
MTR_1g080750	AT1G08790|AT3G04700|AT5G28690
MTR_7g115290	AT1G08790|AT3G04700|AT5G28690
MTR_7g115350	AT1G08800
MTR_7g087130	AT1G08810
MTR_1g081950	AT1G08820
MTR_7g114240	AT1G08830
MTR_7g034575	AT1G08840
MTR_3g012540	AT1G08845
MTR_7g114130	AT1G08860
MTR_1g048160	AT1G08860
MTR_7g114100	AT1G08860
MTR_7g114040	AT1G08880|AT1G54690
MTR_7g114050	AT1G08880|AT1G54690
MTR_7g108320	AT1G08880|AT1G54690
